condition,model,reranked,query_type,variation_type,query_id,query_path,category,relevant_count,relevant_catalog_item_ids,retrieved_catalog_item_ids,hits_top5,P@1,P@5,P@10,R@1,R@5,R@10,Hit@1,Hit@5,Hit@10,MRR,embedding_latency_ms,search_latency_ms,rerank_latency_ms,total_latency_ms
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q080,data/images/12485.jpg,Footwear,1,[14261],"[26113, 11497, 33370, 23505, 26851, 26611, 11493, 5586, 9366, 7586]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.37,17.5,4.845,133.72
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q081,data/images/32846.jpg,Footwear,1,[14308],"[14754, 14308, 14753, 23978, 22307, 18281, 39854, 40870, 17299, 34009]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.5,117.0,17.52,4.753,139.28
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q082,data/images/22068.jpg,Apparel,2,"[14421, 14422]","[11359, 22822, 24736, 19323, 6026, 21027, 3323, 17547, 5321, 35325]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.25,16.97,4.655,132.88
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q083,data/images/25465.jpg,Footwear,1,[14606],"[18700, 14606, 34634, 22955, 33770, 21995, 21994, 41970, 32062, 2445]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.5,109.4,17.04,4.854,131.29
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q084,data/images/19059.jpg,Apparel,1,[14641],"[14641, 29703, 15370, 13474, 1319, 7487, 32904, 6782, 33708, 1534]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,113.77,18.21,4.747,136.73
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q085,data/images/26476.jpg,Apparel,2,"[14774, 14775]","[30320, 32009, 9122, 35909, 22909, 12818, 43161, 6874, 16344, 40611]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.97,17.11,4.392,130.47
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q086,data/images/12040.jpg,Apparel,3,"[14833, 14834, 14835]","[36653, 3928, 36149, 23956, 3927, 12836, 23955, 14835, 25080, 40634]",0,0.0,0.0,0.1,0.0,0.0,0.3333,0.0,0.0,1.0,0.125,111.65,17.69,4.835,134.18
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q087,data/images/13355.jpg,Footwear,2,"[14912, 14911]","[22995, 11263, 22889, 38851, 14289, 26677, 7543, 24745, 33895, 11051]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.22,17.83,4.633,132.68
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q088,data/images/34593.jpg,Apparel,1,[15622],"[16302, 37003, 31430, 17234, 16339, 20960, 30879, 16432, 30338, 38549]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.74,17.74,4.982,137.47
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q089,data/images/7910.jpg,Apparel,2,"[15882, 15883]","[17267, 4100, 31003, 43687, 3461, 27918, 9171, 27919, 27920, 31637]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.52,17.31,4.59,132.42
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q090,data/images/13389.jpg,Apparel,4,"[15992, 15993, 15994, 15995]","[37767, 11506, 22797, 2741, 2740, 15993, 11510, 11507, 37035, 10523]",0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,1.0,0.1667,129.87,17.29,5.246,152.4
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q091,data/images/41976.jpg,Apparel,2,"[16242, 16243]","[16243, 16242, 10569, 10568, 30874, 30873, 27493, 1545, 661, 25513]",2,1.0,0.4,0.2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,110.66,17.03,4.927,132.63
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q092,data/images/12519.jpg,Footwear,1,[16357],"[5810, 1907, 11093, 15939, 26788, 11089, 11090, 35541, 2653, 9147]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.75,17.89,5.12,131.77
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q093,data/images/39656.jpg,Footwear,8,"[16514, 16515, 16516, 16517, 16518, 16519, 16520, 16521]","[16520, 16515, 16518, 16521, 16514, 5189, 13233, 16517, 33145, 16519]",5,1.0,1.0,0.7,0.125,0.625,0.875,1.0,1.0,1.0,1.0,113.94,17.55,4.897,136.38
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q094,data/images/51165.jpg,Accessories,4,"[16868, 16869, 16870, 16871]","[43031, 13795, 16869, 26353, 18606, 18603, 14012, 14014, 19514, 21478]",1,0.0,0.2,0.1,0.0,0.25,0.25,0.0,1.0,1.0,0.3333,118.27,17.64,4.865,140.78
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q095,data/images/51843.jpg,Accessories,5,"[16942, 16943, 16944, 16945, 16946]","[16942, 11598, 40657, 20214, 4153, 4140, 4175, 20212, 2188, 4143]",1,1.0,0.2,0.1,0.2,0.2,0.2,1.0,1.0,1.0,1.0,133.42,18.24,4.956,156.62
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q096,data/images/21610.jpg,Apparel,4,"[17040, 17041, 17038, 17039]","[35589, 471, 17039, 17040, 41365, 472, 1828, 4469, 1830, 22119]",2,0.0,0.4,0.2,0.0,0.5,0.5,0.0,1.0,1.0,0.3333,109.6,17.44,5.08,132.12
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q097,data/images/40232.jpg,Accessories,4,"[17056, 17057, 17058, 17055]","[17057, 19485, 4981, 34341, 29328, 28387, 35358, 9062, 20921, 11176]",1,1.0,0.2,0.1,0.25,0.25,0.25,1.0,1.0,1.0,1.0,109.53,17.58,4.935,132.04
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q098,data/images/30515.jpg,Apparel,1,[17491],"[26013, 38922, 35784, 11074, 8521, 1749, 22121, 835, 17491, 1748]",0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.1111,108.76,17.72,5.01,131.5
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q099,data/images/24921.jpg,Apparel,7,"[17554, 17555, 17556, 17557, 17558, 17559, 17560]","[19395, 7090, 1838, 754, 3470, 13086, 16614, 4551, 689, 1836]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.88,17.97,4.974,133.82
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q100,data/images/23563.jpg,Personal Care,1,[17959],"[17959, 21833, 21592, 19357, 17841, 19546, 19356, 26083, 21835, 28240]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,109.06,18.29,5.231,132.58
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q101,data/images/48074.jpg,Apparel,1,[18596],"[21984, 18596, 27829, 42407, 16973, 31663, 13990, 15264, 33831, 3825]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.5,111.79,17.21,5.209,134.2
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q102,data/images/26239.jpg,Apparel,1,[18615],"[12213, 7265, 12217, 10611, 3951, 7464, 9913, 18534, 4176, 32395]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.87,20.77,4.969,135.61
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q103,data/images/18536.jpg,Footwear,1,[18619],"[18619, 20849, 32885, 39081, 34337, 35545, 27107, 43941, 13750, 28228]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,116.91,18.07,4.924,139.91
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q104,data/images/49555.jpg,Accessories,6,"[18825, 18826, 18827, 18828, 18829, 18830]","[11649, 15758, 8983, 28865, 22815, 43483, 65, 41414, 29407, 46]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.74,17.26,4.959,135.97
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q105,data/images/16002.jpg,Apparel,1,[18914],"[18914, 9520, 26848, 9258, 19019, 29795, 16277, 22034, 24613, 22295]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,116.37,19.12,4.833,140.32
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q106,data/images/22652.jpg,Accessories,1,[18941],"[18941, 17271, 31836, 34476, 42722, 38756, 40319, 17578, 876, 28876]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,116.34,17.36,4.809,138.52
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q107,data/images/32864.jpg,Accessories,2,"[19235, 19236]","[5593, 19474, 19236, 19003, 19235, 12074, 12076, 38610, 9849, 5595]",2,0.0,0.4,0.2,0.0,1.0,1.0,0.0,1.0,1.0,0.3333,110.69,17.1,4.451,132.24
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q108,data/images/48407.jpg,Apparel,1,[19245],"[6444, 15780, 18438, 14735, 11149, 7349, 13109, 25683, 33913, 35873]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.53,18.04,4.976,136.55
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q109,data/images/9719.jpg,Footwear,1,[19459],"[25288, 5675, 23241, 37593, 25795, 21320, 23446, 849, 14508, 408]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.62,17.11,4.749,135.48
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q110,data/images/38931.jpg,Apparel,2,"[19549, 19550]","[19550, 19549, 35340, 26033, 22967, 22965, 26032, 7292, 5532, 5530]",2,1.0,0.4,0.2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,116.27,17.93,4.841,139.04
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q111,data/images/43321.jpg,Apparel,5,"[19639, 19640, 19641, 19642, 19643]","[16042, 19642, 13626, 29505, 11719, 7321, 43438, 22306, 30628, 8004]",1,0.0,0.2,0.1,0.0,0.2,0.2,0.0,1.0,1.0,0.5,113.87,16.91,4.842,135.62
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q112,data/images/48070.jpg,Apparel,1,[19666],"[17521, 22334, 30451, 7661, 12893, 16974, 695, 15781, 8326, 7515]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.72,17.95,5.046,135.71
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q113,data/images/48248.jpg,Apparel,2,"[19681, 19682]","[35511, 33698, 19681, 41967, 7220, 41510, 24093, 11438, 25860, 36517]",1,0.0,0.2,0.1,0.0,0.5,0.5,0.0,1.0,1.0,0.3333,110.53,18.27,4.947,133.75
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q114,data/images/18220.jpg,Accessories,3,"[19717, 19718, 19719]","[19718, 27895, 21521, 19169, 35397, 43017, 36645, 21523, 33737, 41016]",1,1.0,0.2,0.1,0.3333,0.3333,0.3333,1.0,1.0,1.0,1.0,115.13,17.58,4.961,137.67
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q115,data/images/32005.jpg,Accessories,3,"[20029, 20030, 20031]","[19518, 24237, 23618, 20030, 19515, 19513, 21103, 14403, 20216, 20031]",1,0.0,0.2,0.2,0.0,0.3333,0.6667,0.0,1.0,1.0,0.25,111.53,17.44,5.225,134.2
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q116,data/images/48218.jpg,Accessories,5,"[20463, 20464, 20465, 20466, 20467]","[42829, 22888, 25891, 41653, 11480, 20463, 16281, 15407, 11482, 20192]",0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,1.0,0.1667,110.06,17.2,5.08,132.34
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q117,data/images/31819.jpg,Accessories,2,"[20589, 20590]","[20997, 20589, 20590, 12251, 5546, 43560, 23572, 24372, 7591, 14161]",2,0.0,0.4,0.2,0.0,1.0,1.0,0.0,1.0,1.0,0.5,117.72,17.64,5.075,140.43
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q118,data/images/35645.jpg,Footwear,5,"[20622, 20623, 20624, 20625, 20626]","[20623, 402, 6689, 9198, 43353, 35628, 704, 22650, 705, 15834]",1,1.0,0.2,0.1,0.2,0.2,0.2,1.0,1.0,1.0,1.0,128.54,17.74,4.8,151.08
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q119,data/images/58194.jpg,Accessories,4,"[21003, 21004, 21005, 21006]","[41176, 12005, 39577, 20585, 18900, 26548, 20756, 7148, 10452, 19572]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.42,17.88,4.95,134.26
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q120,data/images/45535.jpg,Apparel,1,[21137],"[37535, 21137, 26241, 15768, 32791, 10422, 34080, 18645, 777, 16913]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.5,114.42,18.02,5.481,137.92
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q121,data/images/20015.jpg,Apparel,1,[21210],"[28146, 24494, 32331, 38295, 7091, 26736, 43554, 17533, 11054, 13959]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.39,17.29,4.963,157.64
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q122,data/images/17183.jpg,Apparel,2,"[21565, 21566]","[16111, 11595, 17858, 21035, 21036, 7268, 23527, 36671, 34421, 30282]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.7,18.02,5.202,135.92
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q123,data/images/19876.jpg,Footwear,1,[22086],"[11030, 31983, 38257, 12727, 42783, 4339, 8137, 14047, 22430, 22562]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.38,17.27,4.804,134.45
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q124,data/images/32228.jpg,Apparel,1,[22598],"[6174, 38838, 11364, 36650, 1595, 39383, 20828, 16499, 20433, 34153]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,20.69,5.074,138.26
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q125,data/images/30555.jpg,Accessories,1,[22604],"[39622, 22604, 197, 39673, 19620, 21083, 20497, 10351, 1113, 42759]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.5,116.14,17.08,4.775,138.0
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q126,data/images/7914.jpg,Apparel,1,[22945],"[31974, 35316, 22003, 38264, 3951, 17353, 26088, 11466, 18640, 22945]",0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.1,110.86,16.82,4.601,132.28
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q127,data/images/40929.jpg,Apparel,4,"[22968, 22965, 22966, 22967]","[22967, 22965, 5532, 5530, 26487, 19550, 20836, 5531, 26032, 26033]",2,1.0,0.4,0.2,0.25,0.5,0.5,1.0,1.0,1.0,1.0,110.66,17.4,4.514,132.58
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q128,data/images/50485.jpg,Apparel,3,"[23089, 23090, 23091]","[37787, 23090, 23596, 37496, 25009, 18907, 26629, 33213, 21075, 24818]",1,0.0,0.2,0.1,0.0,0.3333,0.3333,0.0,1.0,1.0,0.5,132.0,17.34,5.012,154.35
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q129,data/images/47600.jpg,Footwear,1,[23100],"[43313, 4313, 37665, 10042, 3664, 20652, 6132, 10044, 29678, 9444]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.55,17.03,4.904,153.49
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q130,data/images/24160.jpg,Apparel,1,[23123],"[39022, 17830, 39021, 23123, 10997, 37622, 20264, 10587, 15851, 9316]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.25,124.27,17.36,4.74,146.37
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q131,data/images/30907.jpg,Apparel,2,"[23224, 23223]","[23223, 36521, 23224, 5248, 10739, 19945, 6801, 35005, 33666, 15169]",2,1.0,0.4,0.2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,111.48,17.75,4.739,133.97
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q132,data/images/25871.jpg,Accessories,2,"[23440, 23441]","[37717, 20137, 23440, 37716, 7110, 23441, 29943, 13342, 10851, 24051]",1,0.0,0.2,0.2,0.0,0.5,1.0,0.0,1.0,1.0,0.3333,117.56,17.54,4.973,140.07
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q133,data/images/26068.jpg,Apparel,1,[23499],"[9482, 3411, 9489, 9486, 24120, 8470, 16368, 22096, 4703, 22766]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.2,18.35,5.037,133.59
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q134,data/images/55825.jpg,Apparel,3,"[23592, 23593, 23591]","[21998, 21267, 21997, 7023, 21145, 34654, 21268, 8350, 10741, 34855]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.28,16.53,4.873,131.68
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q135,data/images/51592.jpg,Apparel,1,[23691],"[28927, 9937, 13318, 25629, 14205, 14643, 15125, 29855, 3214, 40243]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.72,17.58,5.02,133.32
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q136,data/images/59008.jpg,Footwear,2,"[23901, 23902]","[30208, 23931, 43945, 22889, 7987, 38017, 23901, 15652, 32470, 5914]",0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,1.0,0.1429,110.33,16.59,4.872,131.79
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q137,data/images/12926.jpg,Footwear,2,"[23924, 23925]","[24192, 27264, 8516, 1601, 893, 618, 24255, 12876, 25604, 6199]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.31,17.65,4.883,129.84
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q138,data/images/18241.jpg,Apparel,4,"[24128, 24129, 24130, 24131]","[16330, 24129, 24131, 24567, 29250, 11722, 25482, 9576, 17608, 38505]",2,0.0,0.4,0.2,0.0,0.5,0.5,0.0,1.0,1.0,0.5,110.4,17.24,4.926,132.56
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q139,data/images/44791.jpg,Apparel,1,[24171],"[24171, 13081, 17903, 13346, 35303, 35304, 33382, 33952, 17902, 11560]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115.68,16.68,5.059,137.42
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q140,data/images/13650.jpg,Footwear,1,[24440],"[40260, 35906, 24440, 8012, 36636, 19683, 22182, 32300, 26012, 25260]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.3333,110.58,16.37,4.903,131.86
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q141,data/images/56855.jpg,Apparel,1,[24547],"[26896, 25737, 6328, 14464, 6210, 28520, 22198, 9146, 18778, 25133]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.52,17.25,5.041,129.81
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q142,data/images/45025.jpg,Accessories,1,[24707],"[24707, 27049, 25127, 42189, 43465, 26729, 41202, 3688, 27557, 9457]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,146.94,16.99,5.155,169.09
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q143,data/images/10643.jpg,Apparel,1,[24733],"[24733, 43499, 27124, 38724, 41267, 43884, 43883, 9729, 9728, 9727]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110.25,17.38,5.117,132.75
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q144,data/images/32511.jpg,Footwear,1,[25214],"[13855, 12758, 11791, 13401, 12993, 12996, 35292, 12761, 11783, 13858]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.92,17.07,4.922,154.91
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q145,data/images/25160.jpg,Accessories,1,[25679],"[13440, 5361, 10448, 23061, 1902, 11046, 13439, 34160, 40748, 37986]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.14,17.18,4.854,154.18
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q146,data/images/48752.jpg,Accessories,6,"[25777, 25778, 25779, 25780, 25781, 25782]","[25781, 25780, 25782, 325, 2911, 3599, 363, 3552, 19000, 3560]",3,1.0,0.6,0.3,0.1667,0.5,0.5,1.0,1.0,1.0,1.0,123.19,17.08,4.732,145.0
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q147,data/images/58235.jpg,Accessories,2,"[26218, 26219]","[15841, 15846, 9182, 13211, 15845, 21490, 37971, 23353, 24800, 13823]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.16,18.05,4.847,138.05
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q148,data/images/13466.jpg,Apparel,2,"[26277, 26278]","[29528, 11004, 631, 4198, 31450, 41600, 28676, 15877, 19954, 36318]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.36,17.35,5.058,153.76
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q149,data/images/13291.jpg,Apparel,1,[26384],"[26384, 35978, 6551, 6549, 39468, 11796, 39969, 9928, 9927, 9299]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,109.2,17.94,5.097,132.23
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q150,data/images/43972.jpg,Personal Care,1,[26423],"[26423, 13921, 2240, 34607, 25559, 39474, 33366, 6564, 17362, 41987]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110.2,17.8,4.854,132.85
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q151,data/images/50962.jpg,Apparel,3,"[26600, 26598, 26599]","[27508, 27507, 12702, 27505, 13052, 21214, 9334, 19216, 5479, 4634]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.05,16.48,5.061,152.59
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q152,data/images/20818.jpg,Footwear,2,"[26788, 26789]","[24470, 4976, 9979, 10297, 2648, 22925, 20113, 36814, 11078, 11010]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.7,17.58,4.848,154.13
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q153,data/images/30083.jpg,Accessories,1,[26972],"[24803, 29129, 26972, 25954, 7172, 41111, 5791, 20149, 21962, 43695]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.3333,122.47,16.83,5.238,144.53
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q154,data/images/22559.jpg,Personal Care,1,[27037],"[27037, 9544, 26721, 43471, 29499, 9667, 32683, 4474, 27672, 3870]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110.56,17.11,4.888,132.56
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q155,data/images/46529.jpg,Accessories,1,[27283],"[1119, 37207, 18897, 34472, 22546, 4593, 38623, 40255, 30903, 11352]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.53,17.23,5.674,130.43
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q156,data/images/51288.jpg,Accessories,1,[27523],"[27523, 8882, 9907, 23544, 24556, 21196, 21789, 11196, 4622, 33398]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,109.4,17.29,4.873,131.56
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q157,data/images/27839.jpg,Accessories,1,[27621],"[26978, 23104, 20912, 10529, 11729, 17494, 5978, 14468, 9525, 2487]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.49,18.19,4.975,143.65
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q158,data/images/13890.jpg,Apparel,1,[28534],"[15847, 2732, 11036, 8861, 6618, 36919, 28949, 13605, 15370, 9460]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.93,17.92,4.876,136.73
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q159,data/images/11161.jpg,Apparel,1,[28681],"[28681, 19829, 19824, 37949, 3037, 26537, 24959, 22096, 13899, 13898]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110.67,17.12,4.659,132.46
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q160,data/images/40198.jpg,Apparel,1,[28706],"[28706, 43095, 25640, 10825, 15659, 33864, 25243, 39430, 11468, 33384]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,132.78,18.01,6.178,156.97
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q161,data/images/30756.jpg,Apparel,1,[28810],"[23095, 18000, 36973, 23333, 34693, 39517, 11996, 37614, 23625, 15570]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.38,17.18,4.716,134.27
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q162,data/images/52828.jpg,Accessories,2,"[28835, 28836]","[28835, 5571, 43074, 7002, 2838, 4914, 2837, 8634, 22752, 5570]",1,1.0,0.2,0.1,0.5,0.5,0.5,1.0,1.0,1.0,1.0,116.01,16.92,4.722,137.64
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q163,data/images/41993.jpg,Apparel,2,"[28988, 28989]","[28989, 28988, 668, 23707, 30713, 30712, 39871, 40676, 29244, 29054]",2,1.0,0.4,0.2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,118.66,17.1,5.205,140.97
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q164,data/images/52121.jpg,Apparel,1,[29030],"[29030, 27987, 26436, 24281, 24278, 25037, 25036, 25035, 4998, 14098]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,133.35,17.02,4.667,155.04
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q165,data/images/32970.jpg,Apparel,2,"[29100, 29101]","[8987, 16749, 29100, 34998, 33127, 10223, 21175, 8986, 34026, 29122]",1,0.0,0.2,0.1,0.0,0.5,0.5,0.0,1.0,1.0,0.3333,162.31,18.41,5.009,185.73
CLIP + reranking — clean test,CLIP,True,clean,clean,test_q166,data/images/13447.jpg,Apparel,1,[29224],"[30280, 20515, 24466, 9270, 6567, 26742, 42908, 10015, 5671, 23153]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.4,17.71,4.783,180.9
